Number of Records,Avg Temp,Cause Group,Date (Weather.Csv),Date,Duration Precipitation,Humidity,Max Precipitation,Max Sight,Max Temp,Max Windgust,Max Windspeed,Min Humidity,Min Sight,Min Temp,Min Windspeed,Ns Lines,Statistical Cause En,Total Precipitation,Windspeed
1,0,rolling stock,26-Mar-13,26-Mar-13,0,50,0,80,5,15,9,40,70,-3,4,Rotterdam C-Den Haag HS,broken down train,0,7
1,0,accidents,26-Mar-13,26-Mar-13,0,50,0,80,5,15,9,40,70,-3,4,Helmond-Venlo,collision,0,7
1,1,infrastructure,27-Mar-13,27-Mar-13,0,50,0,80,6,12,8,30,70,-4,3,Winterswijk-Arnhem,points failure,0,5
1,1,infrastructure,27-Mar-13,27-Mar-13,0,50,0,80,6,12,8,30,70,-4,3,Tilburg-'s-Hertogenbosch,power failure,0,5
1,0,infrastructure,28-Mar-13,28-Mar-13,1,70,0,80,4,10,7,60,40,-3,2,Rotterdam C-Delft/Hoek v H Strand,damaged railway bridge,0,5
1,0,infrastructure,28-Mar-13,28-Mar-13,1,70,0,80,4,10,7,60,40,-3,2,Zwolle-Nijverdal West,signal failure,0,5
1,0,accidents,29-Mar-13,29-Mar-13,1,80,0,60,3,6,4,60,20,-4,1,Schiphol-Leiden Centraal,person hit by a train,0,2
1,0,external,29-Mar-13,29-Mar-13,1,80,0,60,3,6,4,60,20,-4,1,Den Haag C-Leiden Centraal,by police orders,0,2
1,0,infrastructure,29-Mar-13,29-Mar-13,1,80,0,60,3,6,4,60,20,-4,1,Hengelo-Bad Bentheim/Oldenzaal,points failure,0,2
1,0,infrastructure,29-Mar-13,29-Mar-13,1,80,0,60,3,6,4,60,20,-4,1,Arnhem-Nijmegen,signal failure,0,2
1,0,infrastructure,29-Mar-13,29-Mar-13,1,80,0,60,3,6,4,60,20,-4,1,Tiel-Arnhem,signal failure,0,2
1,0,infrastructure,29-Mar-13,29-Mar-13,1,80,0,60,3,6,4,60,20,-4,1,Arnhem-Tiel,signal failure,0,2
1,0,accidents,29-Mar-13,29-Mar-13,1,80,0,60,3,6,4,60,20,-4,1,Nijmegen-'s-Hertogenbosch,person hit by a train,0,2
1,0,engineering work,30-Mar-13,30-Mar-13,1,80,0,80,5,9,5,60,10,-4,1,Maastricht-Heerlen,engineering works,0,3
1,0,infrastructure,30-Mar-13,30-Mar-13,1,80,0,80,5,9,5,60,10,-4,1,Arnhem-Duisburg/Winterswijk,signal and level crossing failure,0,3
1,0,external,30-Mar-13,30-Mar-13,1,80,0,80,5,9,5,60,10,-4,1,"Amsterdam C-Gouda/Utrecht Centraal, Schiphol-Utrecht Centraal",fire alarm,0,3
1,0,accidents,30-Mar-13,30-Mar-13,1,80,0,80,5,9,5,60,10,-4,1,Almere C-Amsterdam C/Schiphol,person hit by a train,0,3
1,0,accidents,30-Mar-13,30-Mar-13,1,80,0,80,5,9,5,60,10,-4,1,Almere C-Hilversum,person hit by a train,0,3
1,0,infrastructure,30-Mar-13,30-Mar-13,1,80,0,80,5,9,5,60,10,-4,1,Amersfoort-Schiphol,points failure,0,3
1,2,infrastructure,01-Apr-13,01-Apr-13,0,60,0,80,7,12,8,40,50,-4,2,Dordrecht-Geldermalsen,level crossing failure,0,5
1,2,logistical,01-Apr-13,01-Apr-13,0,60,0,80,7,12,8,40,50,-4,2,Almelo-Zwolle,an earlier disruption,0,5
1,2,accidents,01-Apr-13,01-Apr-13,0,60,0,80,7,12,8,40,50,-4,2,Zutphen-Hengelo,collision,0,5
1,2,accidents,01-Apr-13,01-Apr-13,0,60,0,80,7,12,8,40,50,-4,2,Dordrecht-Geldermalsen,person hit by a train,0,5
1,3,logistical,02-Apr-13,02-Apr-13,0,60,0,80,8,15,9,30,70,-3,3,Tilburg-'s-Hertogenbosch,an earlier disruption,0,6
1,3,accidents,02-Apr-13,02-Apr-13,0,60,0,80,8,15,9,30,70,-3,3,Oss-Nijmegen,person hit by a train,0,6
1,3,infrastructure,02-Apr-13,02-Apr-13,0,60,0,80,8,15,9,30,70,-3,3,Groningen-Leeuwarden,signal failure,0,6
1,3,accidents,02-Apr-13,02-Apr-13,0,60,0,80,8,15,9,30,70,-3,3,Zwolle-Assen/Leeuwarden,person hit by a train,0,6
1,3,external,02-Apr-13,02-Apr-13,0,60,0,80,8,15,9,30,70,-3,3,Den Haag C-Utrecht Centraal,an emergency call,0,6
1,3,infrastructure,02-Apr-13,02-Apr-13,0,60,0,80,8,15,9,30,70,-3,3,Rotterdam C-Den Haag C,damaged railway bridge,0,6
1,3,infrastructure,02-Apr-13,02-Apr-13,0,60,0,80,8,15,9,30,70,-3,3,Rotterdam C-Hoek v H Strand,damaged railway bridge,0,6
1,3,infrastructure,02-Apr-13,02-Apr-13,0,60,0,80,8,15,9,30,70,-3,3,Roermond-Venlo,points failure,0,6
1,3,infrastructure,02-Apr-13,02-Apr-13,0,60,0,80,8,15,9,30,70,-3,3,Mönchengladbach-Venlo,points failure,0,6
1,3,accidents,03-Apr-13,03-Apr-13,0,60,0,80,7,14,9,40,70,-1,4,Zwolle-Assen,person hit by a train,0,7
1,3,infrastructure,03-Apr-13,03-Apr-13,0,60,0,80,7,14,9,40,70,-1,4,Arnhem-Winterswijk,signal failure,0,7
1,3,accidents,04-Apr-13,04-Apr-13,0,60,0,80,6,13,8,50,70,0,4,Zwolle-Amersfoort,person hit by a train,0,6
1,3,accidents,04-Apr-13,04-Apr-13,0,60,0,80,6,13,8,50,70,0,4,Roermond-Venlo,person hit by a train,0,6
1,3,rolling stock,04-Apr-13,04-Apr-13,0,60,0,80,6,13,8,50,70,0,4,Eindhoven-Venlo,broken down train,0,6
1,3,rolling stock,04-Apr-13,04-Apr-13,0,60,0,80,6,13,8,50,70,0,4,Roermond-Venlo,broken down train,0,6
1,3,rolling stock,04-Apr-13,04-Apr-13,0,60,0,80,6,13,8,50,70,0,4,Rotterdam C-Antwerpen-Centr/Breda/Dordrecht,broken down train,0,6
1,3,infrastructure,04-Apr-13,04-Apr-13,0,60,0,80,6,13,8,50,70,0,4,Utrecht Centraal-Amsterdam C/Schiphol,defective railway track,0,6
1,3,rolling stock,04-Apr-13,04-Apr-13,0,60,0,80,6,13,8,50,70,0,4,Dordrecht-Breda/Roosendaal,broken down train,0,6
1,3,infrastructure,04-Apr-13,04-Apr-13,0,60,0,80,6,13,8,50,70,0,4,Groningen-Delfzijl,signal failure,0,6
1,3,infrastructure,04-Apr-13,04-Apr-13,0,60,0,80,6,13,8,50,70,0,4,Winterswijk-Arnhem,points failure,0,6
1,3,infrastructure,04-Apr-13,04-Apr-13,0,60,0,80,6,13,8,50,70,0,4,Utrecht Centraal-Rhenen,defective railway track,0,6
1,3,infrastructure,04-Apr-13,04-Apr-13,0,60,0,80,6,13,8,50,70,0,4,Amsterdam C-Enkhuizen,points failure,0,6
1,3,external,04-Apr-13,04-Apr-13,0,60,0,80,6,13,8,50,70,0,4,Arnhem-Nijmegen,by order of the fire service,0,6
1,3,external,04-Apr-13,04-Apr-13,0,60,0,80,6,13,8,50,70,0,4,Arnhem-Tiel,by order of the fire service,0,6
1,3,accidents,04-Apr-13,04-Apr-13,0,60,0,80,6,13,8,50,70,0,4,Kampen-Zwolle,damaged railway bridge,0,6
1,3,unknown,04-Apr-13,04-Apr-13,0,60,0,80,6,13,8,50,70,0,4,Zwolle-Meppel vanaf 21.40 uur,,0,6
1,3,engineering work,04-Apr-13,04-Apr-13,0,60,0,80,6,13,8,50,70,0,4,Zwolle-Assen/Leeuwarden,repair works,0,6
1,4,logistical,05-Apr-13,05-Apr-13,0,70,0,80,7,12,8,50,60,1,4,Zwolle-Assen/Leeuwarden,an earlier disruption,0,6
1,4,infrastructure,05-Apr-13,05-Apr-13,0,70,0,80,7,12,8,50,60,1,4,Leeuwarden-Zwolle,damaged overhead wires,0,6
1,4,accidents,05-Apr-13,05-Apr-13,0,70,0,80,7,12,8,50,60,1,4,Gouda-Alphen a/d Rijn,person hit by a train,0,6
1,4,infrastructure,05-Apr-13,05-Apr-13,0,70,0,80,7,12,8,50,60,1,4,Dordrecht-Geldermalsen,points failure,0,6
1,4,infrastructure,05-Apr-13,05-Apr-13,0,70,0,80,7,12,8,50,60,1,4,Utrecht Centraal-Alphen a/d Rijn,damaged railway bridge,0,6
1,4,rolling stock,06-Apr-13,06-Apr-13,0,70,0,80,9,10,6,40,50,-1,2,Amsterdam C-Haarlem,broken down train,0,4
1,4,infrastructure,06-Apr-13,06-Apr-13,0,70,0,80,9,10,6,40,50,-1,2,Schiphol-Utrecht Centraal,points failure,0,4
1,4,infrastructure,06-Apr-13,06-Apr-13,0,70,0,80,9,10,6,40,50,-1,2,Utrecht Centraal-Alphen a/d Rijn/Gouda,damaged overhead wires,0,4
1,4,infrastructure,06-Apr-13,06-Apr-13,0,70,0,80,9,10,6,40,50,-1,2,Amsterdam C-Gouda,damaged overhead wires,0,4
1,4,infrastructure,06-Apr-13,06-Apr-13,0,70,0,80,9,10,6,40,50,-1,2,Geldermalsen-Dordrecht,points failure,0,4
1,3,infrastructure,07-Apr-13,07-Apr-13,0,70,0,80,9,7,4,40,10,-4,1,Breda-Rotterdam C,points failure,0,2
1,3,infrastructure,07-Apr-13,07-Apr-13,0,70,0,80,9,7,4,40,10,-4,1,Haarlem-Sloterdijk,damaged railway bridge,0,2
1,3,infrastructure,07-Apr-13,07-Apr-13,0,70,0,80,9,7,4,40,10,-4,1,Almere C-Schiphol,points failure,0,2
1,3,infrastructure,07-Apr-13,07-Apr-13,0,70,0,80,9,7,4,40,10,-4,1,Geldermalsen-Dordrecht,signal and level crossing failure,0,2
1,3,accidents,07-Apr-13,07-Apr-13,0,70,0,80,9,7,4,40,10,-4,1,Alkmaar-Haarlem/Zaandam,person hit by a train,0,2
1,5,accidents,08-Apr-13,08-Apr-13,0,60,0,80,10,12,7,40,50,0,2,Deventer-Zutphen,person hit by a train,0,5
1,5,accidents,08-Apr-13,08-Apr-13,0,60,0,80,10,12,7,40,50,0,2,Leiden Centraal-Haarlem,person hit by a train,0,5
1,5,accidents,08-Apr-13,08-Apr-13,0,60,0,80,10,12,7,40,50,0,2,Dordrecht-Breda/Roosendaal,person hit by a train,0,5
1,5,accidents,08-Apr-13,08-Apr-13,0,60,0,80,10,12,7,40,50,0,2,Delft-Den Haag HS,person hit by a train,0,5
1,5,logistical,08-Apr-13,08-Apr-13,0,60,0,80,10,12,7,40,50,0,2,Hoek v H Strand-Rotterdam C,an earlier disruption,0,5
1,5,infrastructure,08-Apr-13,08-Apr-13,0,60,0,80,10,12,7,40,50,0,2,Arnhem-Nijmegen/Schiphol,level crossing failure,0,5
1,5,rolling stock,08-Apr-13,08-Apr-13,0,60,0,80,10,12,7,40,50,0,2,Nijmegen-Zutphen,defective trains,0,5
1,5,logistical,08-Apr-13,08-Apr-13,0,60,0,80,10,12,7,40,50,0,2,Arnhem-Duisburg/Winterswijk,an earlier disruption,0,5
1,5,infrastructure,08-Apr-13,08-Apr-13,0,60,0,80,10,12,7,40,50,0,2,Leeuwarden-Harlingen Haven,signal failure,0,5
1,5,rolling stock,08-Apr-13,08-Apr-13,0,60,0,80,10,12,7,40,50,0,2,'s-Hertogenbosch-Nijmegen,broken down train,0,5
1,6,accidents,09-Apr-13,09-Apr-13,3,80,1,70,10,9,6,60,20,1,2,Haarlem-Sloterdijk,person hit by a train,1,4
1,6,logistical,09-Apr-13,09-Apr-13,3,80,1,70,10,9,6,60,20,1,2,Leeuwarden-Stavoren,an earlier disruption,1,4
1,6,accidents,09-Apr-13,09-Apr-13,3,80,1,70,10,9,6,60,20,1,2,Zaandam-Alkmaar,person hit by a train,1,4
1,6,accidents,09-Apr-13,09-Apr-13,3,80,1,70,10,9,6,60,20,1,2,Alphen a/d Rijn-Leiden Centraal,person hit by a train,1,4
1,6,infrastructure,09-Apr-13,09-Apr-13,3,80,1,70,10,9,6,60,20,1,2,Alphen a/d Rijn-Leiden Centraal,level crossing failure,1,4
1,6,external,09-Apr-13,09-Apr-13,3,80,1,70,10,9,6,60,20,1,2,Hilversum-Amersfoort,person on the railway track,1,4
1,6,external,09-Apr-13,09-Apr-13,3,80,1,70,10,9,6,60,20,1,2,Alphen a/d Rijn-Gouda,person on the railway track,1,4
1,6,infrastructure,09-Apr-13,09-Apr-13,3,80,1,70,10,9,6,60,20,1,2,Harlingen Haven-Leeuwarden,signal failure,1,4
1,6,engineering work,10-Apr-13,10-Apr-13,2,90,1,60,9,9,6,70,10,2,1,Amsterdam C,over-running engineering works,1,3
1,6,infrastructure,10-Apr-13,10-Apr-13,2,90,1,60,9,9,6,70,10,2,1,Arnhem-Winterswijk,signal failure,1,3
1,6,engineering work,10-Apr-13,10-Apr-13,2,90,1,60,9,9,6,70,10,2,1,Spoedreparatie Bergen op Zoom - Kruiningen-Yerseke,repair works,1,3
1,6,rolling stock,10-Apr-13,10-Apr-13,2,90,1,60,9,9,6,70,10,2,1,Amsterdam C-Utrecht Centraal,broken down train,1,3
1,6,infrastructure,10-Apr-13,10-Apr-13,2,90,1,60,9,9,6,70,10,2,1,Winterswijk-Zutphen,signal failure,1,3
1,6,external,10-Apr-13,10-Apr-13,2,90,1,60,9,9,6,70,10,2,1,Deventer,by police orders,1,3
1,6,infrastructure,10-Apr-13,10-Apr-13,2,90,1,60,9,9,6,70,10,2,1,Zwolle-Assen/Leeuwarden,points failure,1,3
1,7,infrastructure,11-Apr-13,11-Apr-13,7,90,1,70,10,13,8,80,10,4,2,Eindhoven-Sittard,level crossing failure,5,5
1,7,rolling stock,11-Apr-13,11-Apr-13,7,90,1,70,10,13,8,80,10,4,2,Rotterdam C-Den Haag C,broken down train,5,5
1,7,infrastructure,11-Apr-13,11-Apr-13,7,90,1,70,10,13,8,80,10,4,2,Leeuwarden-Harlingen Haven,signal failure,5,5
1,7,infrastructure,11-Apr-13,11-Apr-13,7,90,1,70,10,13,8,80,10,4,2,Utrecht Centraal-Amsterdam C/Schiphol,points failure,5,5
1,7,infrastructure,11-Apr-13,11-Apr-13,7,90,1,70,10,13,8,80,10,4,2,Breda-Rotterdam C,points failure,5,5
1,7,engineering work,11-Apr-13,11-Apr-13,7,90,1,70,10,13,8,80,10,4,2,Haarlem-Alkmaar,repair works,5,5
1,7,engineering work,11-Apr-13,11-Apr-13,7,90,1,70,10,13,8,80,10,4,2,Alkmaar-Zaandam,repair works,5,5
1,7,rolling stock,11-Apr-13,11-Apr-13,7,90,1,70,10,13,8,80,10,4,2,Amersfoort-Zwolle,broken down train,5,5
1,8,unknown,12-Apr-13,12-Apr-13,3,90,3,80,13,14,8,70,10,4,2,Tijdelijk geen actuele informatie,,6,5
1,8,external,12-Apr-13,12-Apr-13,3,90,3,80,13,14,8,70,10,4,2,Den Haag C-Rotterdam C,copper theft,6,5
1,8,rolling stock,12-Apr-13,12-Apr-13,3,90,3,80,13,14,8,70,10,4,2,Hengelo-Zutphen,broken down train,6,5
1,8,logistical,12-Apr-13,12-Apr-13,3,90,3,80,13,14,8,70,10,4,2,Sittard-Heerlen,an earlier disruption,6,5
1,8,accidents,12-Apr-13,12-Apr-13,3,90,3,80,13,14,8,70,10,4,2,Oss-Nijmegen,collision,6,5
1,8,infrastructure,12-Apr-13,12-Apr-13,3,90,3,80,13,14,8,70,10,4,2,Utrecht Centraal-'s-Hertogenbosch,signal failure,6,5
1,8,infrastructure,12-Apr-13,12-Apr-13,3,90,3,80,13,14,8,70,10,4,2,Rotterdam C-Utrecht Centraal,signal failure,6,5
1,8,infrastructure,12-Apr-13,12-Apr-13,3,90,3,80,13,14,8,70,10,4,2,Breda-Rotterdam C,points failure,6,5
1,8,unknown,12-Apr-13,12-Apr-13,3,90,3,80,13,14,8,70,10,4,2,Almere C-Amsterdam C/Hilversum/Schiphol,an obstruction on the line,6,5
1,8,infrastructure,12-Apr-13,12-Apr-13,3,90,3,80,13,14,8,70,10,4,2,Schiphol-Utrecht Centraal,points failure,6,5
1,8,infrastructure,12-Apr-13,12-Apr-13,3,90,3,80,13,14,8,70,10,4,2,Zwolle-Amersfoort,broken level crossing,6,5
1,8,rolling stock,12-Apr-13,12-Apr-13,3,90,3,80,13,14,8,70,10,4,2,'s-Hertogenbosch-Breda,broken down train,6,5
1,10,infrastructure,13-Apr-13,13-Apr-13,3,80,0,80,14,12,7,50,30,6,3,Schiphol-Sloterdijk,points failure,1,5
1,10,infrastructure,13-Apr-13,13-Apr-13,3,80,0,80,14,12,7,50,30,6,3,Schiphol,points failure,1,5
1,10,logistical,13-Apr-13,13-Apr-13,3,80,0,80,14,12,7,50,30,6,3,Breda-Rotterdam C,an earlier disruption,1,5
1,15,infrastructure,14-Apr-13,14-Apr-13,1,70,0,80,21,12,8,50,50,11,3,Zwolle-Assen/Leeuwarden,points failure,0,6
1,15,rolling stock,14-Apr-13,14-Apr-13,1,70,0,80,21,12,8,50,50,11,3,Amsterdam C-Amersfoort,broken down train,0,6
1,12,engineering work,15-Apr-13,15-Apr-13,1,80,1,80,16,10,6,70,40,7,1,Aachen-Heerlen,over-running engineering works,1,4
1,12,engineering work,15-Apr-13,15-Apr-13,1,80,1,80,16,10,6,70,40,7,1,Utrecht Centraal-'s-Hertogenbosch/Tiel,over-running engineering works,1,4
1,12,engineering work,15-Apr-13,15-Apr-13,1,80,1,80,16,10,6,70,40,7,1,Utrecht Centraal-Ede-Wageningen/Rhenen,over-running engineering works,1,4
1,12,engineering work,15-Apr-13,15-Apr-13,1,80,1,80,16,10,6,70,40,7,1,Dordrecht-Breda,over-running engineering works,1,4
1,12,accidents,15-Apr-13,15-Apr-13,1,80,1,80,16,10,6,70,40,7,1,Tilburg-Eindhoven,person hit by a train,1,4
1,12,infrastructure,15-Apr-13,15-Apr-13,1,80,1,80,16,10,6,70,40,7,1,Aachen-Heerlen,defective point,1,4
1,12,infrastructure,15-Apr-13,15-Apr-13,1,80,1,80,16,10,6,70,40,7,1,Amsterdam C-Almere C/Gouda/Hilversum/Utrecht Centraal,damaged railway bridge,1,4
1,12,accidents,15-Apr-13,15-Apr-13,1,80,1,80,16,10,6,70,40,7,1,Roermond-Eindhoven,person hit by a train,1,4
1,12,infrastructure,15-Apr-13,15-Apr-13,1,80,1,80,16,10,6,70,40,7,1,Leeuwarden-Stavoren,signal failure,1,4
1,12,infrastructure,15-Apr-13,15-Apr-13,1,80,1,80,16,10,6,70,40,7,1,Den Haag C-Utrecht Centraal,points failure,1,4
1,12,infrastructure,15-Apr-13,15-Apr-13,1,80,1,80,16,10,6,70,40,7,1,Arnhem-Zutphen,level crossing failure,1,4
1,12,infrastructure,15-Apr-13,15-Apr-13,1,80,1,80,16,10,6,70,40,7,1,Leeuwarden-Stavoren,signal failure,1,4
1,12,infrastructure,15-Apr-13,15-Apr-13,1,80,1,80,16,10,6,70,40,7,1,Maastricht-Liège-Guillemins,damaged railway bridge,1,4
1,12,infrastructure,15-Apr-13,15-Apr-13,1,80,1,80,16,10,6,70,40,7,1,Leeuwarden-Stavoren,signal failure,1,4
1,12,external,16-Apr-13,16-Apr-13,0,80,0,80,16,15,10,60,30,6,2,Rotterdam C-Utrecht Centraal,an emergency call,0,6
1,12,accidents,16-Apr-13,16-Apr-13,0,80,0,80,16,15,10,60,30,6,2,Winterswijk-Zutphen,person hit by a train,0,6
1,12,external,16-Apr-13,16-Apr-13,0,80,0,80,16,15,10,60,30,6,2,Alkmaar-Haarlem/Zaandam,by police orders,0,6
1,12,infrastructure,16-Apr-13,16-Apr-13,0,80,0,80,16,15,10,60,30,6,2,Den Helder-Alkmaar,damaged overhead wires,0,6
1,12,infrastructure,16-Apr-13,16-Apr-13,0,80,0,80,16,15,10,60,30,6,2,Zutphen-Winterswijk,signal and level crossing failure,0,6
1,15,accidents,17-Apr-13,17-Apr-13,0,80,0,80,20,12,8,50,40,8,2,Alkmaar-Enkhuizen/Hoorn,person hit by a train,0,5
1,15,accidents,17-Apr-13,17-Apr-13,0,80,0,80,20,12,8,50,40,8,2,Maastricht-Heerlen,collision,0,5
1,15,accidents,17-Apr-13,17-Apr-13,0,80,0,80,20,12,8,50,40,8,2,Maastricht-Sittard,collision,0,5
1,15,external,17-Apr-13,17-Apr-13,0,80,0,80,20,12,8,50,40,8,2,Almere C-Lelystad Centrum,an emergency call,0,5
1,15,engineering work,17-Apr-13,17-Apr-13,0,80,0,80,20,12,8,50,40,8,2,Tilburg-'s-Hertogenbosch,repair works,0,5
1,15,engineering work,17-Apr-13,17-Apr-13,0,80,0,80,20,12,8,50,40,8,2,Eindhoven-Tilburg,repair works,0,5
1,12,rolling stock,18-Apr-13,18-Apr-13,0,60,0,80,17,21,14,50,60,8,6,Hilversum-Utrecht Centraal,broken down train,0,10
1,12,rolling stock,18-Apr-13,18-Apr-13,0,60,0,80,17,21,14,50,60,8,6,Nijmegen-Arnhem,broken down train,0,10
1,12,infrastructure,18-Apr-13,18-Apr-13,0,60,0,80,17,21,14,50,60,8,6,Rotterdam C-Hoek v H Strand,level crossing failure,0,10
1,12,accidents,18-Apr-13,18-Apr-13,0,60,0,80,17,21,14,50,60,8,6,'s-Hertogenbosch-Oss,person hit by a train,0,10
1,12,accidents,18-Apr-13,18-Apr-13,0,60,0,80,17,21,14,50,60,8,6,Alkmaar-Haarlem/Zaandam,person hit by a train,0,10
1,12,weather,18-Apr-13,18-Apr-13,0,60,0,80,17,21,14,50,60,8,6,Schiphol-Utrecht Centraal,weather circumstances,0,10
1,12,weather,18-Apr-13,18-Apr-13,0,60,0,80,17,21,14,50,60,8,6,Amsterdam C-Utrecht Centraal,weather circumstances,0,10
1,12,infrastructure,18-Apr-13,18-Apr-13,0,60,0,80,17,21,14,50,60,8,6,Venlo-Nijmegen,level crossing failure,0,10
1,12,accidents,18-Apr-13,18-Apr-13,0,60,0,80,17,21,14,50,60,8,6,Leer (Ostfr.)-Groningen,person hit by a train,0,10
1,12,external,18-Apr-13,18-Apr-13,0,60,0,80,17,21,14,50,60,8,6,Dordrecht-Geldermalsen,by police orders,0,10
1,12,infrastructure,18-Apr-13,18-Apr-13,0,60,0,80,17,21,14,50,60,8,6,Tilburg-Breda,signal failure,0,10
1,12,infrastructure,18-Apr-13,18-Apr-13,0,60,0,80,17,21,14,50,60,8,6,Utrecht Centraal-Lelystad Centrum,points failure,0,10
1,12,infrastructure,18-Apr-13,18-Apr-13,0,60,0,80,17,21,14,50,60,8,6,Amersfoort-Hilversum,points failure,0,10
1,12,weather,18-Apr-13,18-Apr-13,0,60,0,80,17,21,14,50,60,8,6,Schiphol-Utrecht Centraal,weather circumstances,0,10
1,12,external,18-Apr-13,18-Apr-13,0,60,0,80,17,21,14,50,60,8,6,Amersfoort-Apeldoorn,by order of the fire service,0,10
1,7,infrastructure,19-Apr-13,19-Apr-13,0,80,1,70,11,11,7,70,60,3,3,Gouda-Den Haag C,points failure,1,5
1,7,rolling stock,19-Apr-13,19-Apr-13,0,80,1,70,11,11,7,70,60,3,3,Hengelo-Zutphen,broken down train,1,5
1,7,infrastructure,19-Apr-13,19-Apr-13,0,80,1,70,11,11,7,70,60,3,3,Zwolle-Deventer,defective railway track,1,5
1,7,infrastructure,19-Apr-13,19-Apr-13,0,80,1,70,11,11,7,70,60,3,3,Rotterdam C-Den Haag C/Den Haag HS,defective railway track,1,5
1,7,infrastructure,19-Apr-13,19-Apr-13,0,80,1,70,11,11,7,70,60,3,3,Roosendaal-Dordrecht,damaged railway bridge,1,5
1,7,infrastructure,19-Apr-13,19-Apr-13,0,80,1,70,11,11,7,70,60,3,3,Apeldoorn-Zutphen,signal and level crossing failure,1,5
1,6,logistical,20-Apr-13,20-Apr-13,0,70,0,80,12,12,7,50,50,0,2,Eindhoven-Deurne/Venlo,an earlier disruption,0,5
1,6,external,20-Apr-13,20-Apr-13,0,70,0,80,12,12,7,50,50,0,2,Tilburg-Breda,an obstacle in the overhead wires,0,5
1,6,engineering work,20-Apr-13,20-Apr-13,0,70,0,80,12,12,7,50,50,0,2,Roosendaal-Brussel-Zuid,repair works,0,5
1,6,unknown,20-Apr-13,20-Apr-13,0,70,0,80,12,12,7,50,50,0,2,Venlo-Helmond,cause yet unknown,0,5
1,6,rolling stock,20-Apr-13,20-Apr-13,0,70,0,80,12,12,7,50,50,0,2,Zwolle-Amersfoort,broken down train,0,5
1,6,infrastructure,20-Apr-13,20-Apr-13,0,70,0,80,12,12,7,50,50,0,2,Leeuwarden-Stavoren,signal failure,0,5
1,6,external,20-Apr-13,20-Apr-13,0,70,0,80,12,12,7,50,50,0,2,Schiphol-Hoofddorp/Leiden Centraal/Rotterdam C,by order of the fire service,0,5
1,6,engineering work,20-Apr-13,20-Apr-13,0,70,0,80,12,12,7,50,50,0,2,Venlo-Eindhoven,repair works,0,5
1,7,rolling stock,21-Apr-13,21-Apr-13,0,70,0,80,14,8,5,50,50,0,1,Zutphen-Hengelo,broken down train,0,3
1,7,rolling stock,21-Apr-13,21-Apr-13,0,70,0,80,14,8,5,50,50,0,1,Hengelo-Zutphen,broken down train,0,3
1,7,external,21-Apr-13,21-Apr-13,0,70,0,80,14,8,5,50,50,0,1,Tilburg-Eindhoven,by police orders,0,3
1,7,accidents,21-Apr-13,21-Apr-13,0,70,0,80,14,8,5,50,50,0,1,Groningen-Assen/Leer (Ostfr.)/Veendam,person hit by a train,0,3
1,7,external,21-Apr-13,21-Apr-13,0,70,0,80,14,8,5,50,50,0,1,Schiphol-Hoofddorp/Leiden Centraal/Rotterdam C,by order of the fire service,0,3
1,9,rolling stock,22-Apr-13,22-Apr-13,0,70,0,80,15,11,7,50,40,0,2,Dordrecht-Geldermalsen,broken down train,0,4
1,9,engineering work,22-Apr-13,22-Apr-13,0,70,0,80,15,11,7,50,40,0,2,Schiphol,repair works,0,4
1,9,accidents,22-Apr-13,22-Apr-13,0,70,0,80,15,11,7,50,40,0,2,Zwolle-Emmen,person hit by a train,0,4
1,9,infrastructure,22-Apr-13,22-Apr-13,0,70,0,80,15,11,7,50,40,0,2,Utrecht Centraal-Schiphol,points failure,0,4
1,9,infrastructure,22-Apr-13,22-Apr-13,0,70,0,80,15,11,7,50,40,0,2,Hilversum-Hoofddorp/Leiden Centraal,points failure,0,4
1,9,accidents,22-Apr-13,22-Apr-13,0,70,0,80,15,11,7,50,40,0,2,Enkhuizen-Alkmaar/Zaandam,person hit by a train,0,4
1,9,infrastructure,22-Apr-13,22-Apr-13,0,70,0,80,15,11,7,50,40,0,2,Utrecht Centraal-Schiphol,points failure,0,4
1,9,infrastructure,22-Apr-13,22-Apr-13,0,70,0,80,15,11,7,50,40,0,2,Winterswijk-Arnhem,signal failure,0,4
1,9,engineering work,22-Apr-13,22-Apr-13,0,70,0,80,15,11,7,50,40,0,2,Venlo-Roermond: vanaf 22.00 uur herstelwerkzaamheden,repair works,0,4
1,9,infrastructure,22-Apr-13,22-Apr-13,0,70,0,80,15,11,7,50,40,0,2,Arnhem-Winterswijk,points failure,0,4
1,9,engineering work,22-Apr-13,22-Apr-13,0,70,0,80,15,11,7,50,40,0,2,Venlo-Roermond,repair works,0,4
1,11,infrastructure,23-Apr-13,23-Apr-13,2,80,0,70,15,11,7,60,30,7,1,Leiden Centraal-Den Haag C/Den Haag HS,signal failure,0,5
1,11,infrastructure,23-Apr-13,23-Apr-13,2,80,0,70,15,11,7,60,30,7,1,Nijmegen-Venlo,signal failure,0,5
1,11,infrastructure,23-Apr-13,23-Apr-13,2,80,0,70,15,11,7,60,30,7,1,Leer (Ostfr.)-Groningen,damaged railway bridge,0,5
1,11,unknown,23-Apr-13,23-Apr-13,2,80,0,70,15,11,7,60,30,7,1,Arnhem-Winterswijk,multiple disruptions,0,5
1,11,accidents,23-Apr-13,23-Apr-13,2,80,0,70,15,11,7,60,30,7,1,Haarlem-Leiden Centraal,person hit by a train,0,5
